ext,path,resolved_url,source,status,url
html,project_output\03_corpus\03B_public_downloads\NTV__busca1__pubmed__mediterran__ab4350.html,https://linkinghub.elsevier.com/retrieve/pii/S0899900725002655,pubmed,ok_html_snapshot,https://doi.org/10.1016/j.nut.2025.112947
pdf,project_output\03_corpus\03B_public_downloads\NTV__busca1__pubmed__effects-of__42dc4b.pdf,https://link.springer.com/content/pdf/10.1186/s12986-026-01130-3_reference.pdf,pubmed,ok,https://doi.org/10.1186/s12986-026-01130-3
pdf,project_output\03_corpus\03B_public_downloads\NTV__busca1__europe__adherence-__461c2a.pdf,http://www.scielo.br/j/ress/a/TcBLghTgY9GhKbgBfM56YBC/?format=pdf&lang=en,europepmc,ok,https://doi.org/10.1590/s2237-96222024v34e20240287.en
html,project_output\03_corpus\03B_public_downloads\NTV__busca1__pubmed__efficacy-o__0884db.html,https://linkinghub.elsevier.com/retrieve/pii/S0899900726000389,pubmed,ok_html_snapshot,https://doi.org/10.1016/j.nut.2026.113129
html,project_output\03_corpus\03B_public_downloads\NTV__busca1__pubmed__mediterran__84a9b3.html,https://linkinghub.elsevier.com/retrieve/pii/S089990072500293X,pubmed,ok_html_snapshot,https://doi.org/10.1016/j.nut.2025.112975
pdf,project_output\03_corpus\03B_public_downloads\NTV__busca1__openal__hunger-obe__aa6924.pdf,https://www.frontiersin.org/journals/nutrition/articles/10.3389/fnut.2021.805569/pdf,openalex,ok,https://www.frontiersin.org/articles/10.3389/fnut.2021.805569/pdf
pdf,project_output\03_corpus\03B_public_downloads\NTV__busca1__pubmed__cost-and-a__6c30a2.pdf,https://link.springer.com/content/pdf/10.1186/s12937-025-01212-7.pdf,pubmed,ok,https://doi.org/10.1186/s12937-025-01212-7
html,project_output\03_corpus\03B_public_downloads\NTV__busca1__pubmed__mapping-we__fd1828.html,https://linkinghub.elsevier.com/retrieve/pii/S2667193X26000682,pubmed,ok_html_snapshot,https://doi.org/10.1016/j.lana.2026.101438
pdf,project_output\03_corpus\03B_public_downloads\NTV__busca1__europe__mexican-cl__9f16d6.pdf,https://link.springer.com/content/pdf/10.1007/s13679-024-00585-w.pdf,europepmc,ok,https://doi.org/10.1007/s13679-024-00585-w
html,project_output\03_corpus\03B_public_downloads\NTV__busca1__openal__associatio__b1dfcf.html,https://www.nature.com/articles/0803235,openalex,ok,https://doi.org/10.1038/sj.ijo.0803235
html,project_output\03_corpus\03B_public_downloads\NTV__busca1__pubmed__reporting-__ed7877.html,https://linkinghub.elsevier.com/retrieve/pii/S0748798326004737,pubmed,ok_html_snapshot,https://doi.org/10.1016/j.ejso.2026.111854
pdf,project_output\03_corpus\03B_public_downloads\NTV__busca1__europe__nutritiona__b5e2b3.pdf,http://www.scielo.br/j/ress/a/PWVtgWD6wWfjgCZjGqGxF8x/?format=pdf&lang=en,europepmc,ok,https://doi.org/10.1590/s2237-96222025v34e20240386.en
html,project_output\03_corpus\03B_public_downloads\NTV__busca1__openal__american-a__9c1ffa.html,https://linkinghub.elsevier.com/retrieve/pii/S1530891X20446300,openalex,ok_html_snapshot,https://doi.org/10.4158/ep161365.gl
pdf,project_output\03_corpus\03B_public_downloads\NTV__busca1__europe__priority-o__4ac04c.pdf,https://link.springer.com/content/pdf/10.1186/s41043-025-01138-0.pdf,europepmc,ok,https://doi.org/10.1186/s41043-025-01138-0
pdf,project_output\03_corpus\03B_public_downloads\NTV__busca1__europe__ten-years-__2faab1.pdf,http://www.scielo.br/j/ress/a/jhKxXWFLFL5sRRLqYv4dKrb/?format=pdf&lang=en,europepmc,ok,https://doi.org/10.1590/s2237-96222025v34e20240267.en
html,project_output\03_corpus\03B_public_downloads\NTV__busca1__openal__easl-easd-__0ace89.html,https://linkinghub.elsevier.com/retrieve/pii/S0168827824003295,openalex,ok_html_snapshot,https://doi.org/10.1016/j.jhep.2024.04.031
pdf,project_output\03_corpus\03B_public_downloads\NTV__busca1__europe__efficacy-o__ad9833.pdf,https://www.frontiersin.org/journals/public-health/articles/10.3389/fpubh.2026.1767108/pdf,europepmc,ok,https://doi.org/10.3389/fpubh.2026.1767108
html,project_output\03_corpus\03B_public_downloads\NTV__busca1__pubmed__the-2025-3__5b4386.html,https://linkinghub.elsevier.com/retrieve/pii/S2542519626000331,pubmed,ok_html_snapshot,https://doi.org/10.1016/j.lanplh.2026.101460
html,project_output\03_corpus\03B_public_downloads\NTV__busca1__pubmed__the-associ__9a446d.html,https://linkinghub.elsevier.com/retrieve/pii/S1279770725002052,pubmed,ok_html_snapshot,https://doi.org/10.1016/j.jnha.2025.100680
html,project_output\03_corpus\03B_public_downloads\NTV__busca1__pubmed__a-critical__d7bf20.html,https://linkinghub.elsevier.com/retrieve/pii/S0939475326000761,pubmed,ok_html_snapshot,https://doi.org/10.1016/j.numecd.2026.104614
pdf,project_output\03_corpus\03B_public_downloads\NTV__busca1__europe__nutritiona__0b9e83.pdf,http://www.scielo.br/j/jbn/a/VHzVFWwkwJkcjG7pw9f6Q4j/?format=pdf&lang=en,europepmc,ok,https://doi.org/10.1590/2175-8239-jbn-2026-po01en
pdf,project_output\03_corpus\03B_public_downloads\NTV__busca1__openal__dietary-gu__138b45.pdf,https://link.springer.com/content/pdf/10.1631/jzus.B1600341.pdf,openalex,ok,https://link.springer.com/content/pdf/10.1631/jzus.B1600341.pdf
pdf,project_output\03_corpus\03B_public_downloads\NTV__busca1__openal__an-online-__a2c5dc.pdf,https://www.jmir.org/2010/4/e71/PDF,openalex,ok,https://www.jmir.org/2010/4/e71/PDF
html,project_output\03_corpus\03B_public_downloads\NTV__busca1__europe__major-risk__f8514f.html,https://linkinghub.elsevier.com/retrieve/pii/S2666606526000374,europepmc,ok_html_snapshot,https://doi.org/10.1016/j.lanwpc.2026.101833
html,project_output\03_corpus\03B_public_downloads\NTV__busca1__europe__effectiven__94836e.html,https://data.worldobesity.org/publications/WOF-Obesity-Atlas-v6.pdf,europepmc,ok,https://doi.org/10.3389/fnut.2026.1774209
html,project_output\03_corpus\03B_public_downloads\NTV__busca1__europe__impact-and__4960b2.html,https://linkinghub.elsevier.com/retrieve/pii/S2667193X25003771,europepmc,ok_html_snapshot,https://doi.org/10.1016/j.lana.2025.101366
pdf,project_output\03_corpus\03B_public_downloads\NTV__busca1__openal__obesity-in__e11fd6.pdf,https://www.cmaj.ca/content/cmaj/192/31/E875.full.pdf,openalex,ok,https://www.cmaj.ca/content/cmaj/192/31/E875.full.pdf
html,project_output\03_corpus\03B_public_downloads\NTV__busca1__openal__clinical-g__f5d633.html,https://pubmed.ncbi.nlm.nih.gov/9813653/,openalex,ok,https://pubmed.ncbi.nlm.nih.gov/9813653
html,project_output\03_corpus\03B_public_downloads\NTV__busca1__europe__current-gu__a81ac4.html,https://www.kjfm.or.kr/articles/mostdownload.php,europepmc,ok_html_snapshot,https://doi.org/10.4082/kjfm.25.0275
html,project_output\03_corpus\03B_public_downloads\NTV__busca1__openal__school-hea__f1f794.html,https://pubmed.ncbi.nlm.nih.gov/21918496/,openalex,ok,https://pubmed.ncbi.nlm.nih.gov/21918496
pdf,project_output\03_corpus\03B_public_downloads\NTV__busca1__europe__italian-cl__5b16fd.pdf,https://link.springer.com/content/pdf/10.1007/s40519-026-01813-z.pdf,europepmc,ok,https://doi.org/10.1007/s40519-026-01813-z
html,project_output\03_corpus\03B_public_downloads\NTV__busca1__europe__the-vegpre__8ddabe.html,https://www.frontiersin.org/journals/nutrition/articles/10.3389/fnut.2025.1677496/full,europepmc,ok_html_snapshot,https://doi.org/10.3389/fnut.2025.1677496
html,project_output\03_corpus\03B_public_downloads\NTV__busca1__pubmed__design-of-__7ea401.html,https://linkinghub.elsevier.com/retrieve/pii/S1551714426001163,pubmed,ok_html_snapshot,https://doi.org/10.1016/j.cct.2026.108330
html,project_output\03_corpus\03B_public_downloads\NTV__busca1__europe__esmo-clini__3eb085.html,https://linkinghub.elsevier.com/retrieve/pii/S2059702925018897,europepmc,ok_html_snapshot,https://doi.org/10.1016/j.esmoop.2025.106019
html,project_output\03_corpus\03B_public_downloads\NTV__busca1__openal__consensus-__77bf36.html,https://pubmed.ncbi.nlm.nih.gov/19582986/,openalex,ok,https://pubmed.ncbi.nlm.nih.gov/19582986
html,project_output\03_corpus\03B_public_downloads\NTV__busca1__openal__clinical-g__96c593.html,https://pubmed.ncbi.nlm.nih.gov/9810255/,openalex,ok,https://pubmed.ncbi.nlm.nih.gov/9810255
html,project_output\03_corpus\03B_public_downloads\NTV__busca1__pubmed__effects-of__a7f34c.html,https://linkinghub.elsevier.com/retrieve/pii/S1279770726000783,pubmed,ok_html_snapshot,https://doi.org/10.1016/j.jnha.2026.100847
pdf,project_output\03_corpus\03B_public_downloads\NTV__busca1__pubmed__examining-__993a3c.pdf,https://jmir.org/api/download?alt_name=jmir_v27i1e73962_app1.pdf&filename=c4d7eee0f13f4cd622e6238ccb4fdcab.pdf,pubmed,ok,https://doi.org/10.2196/73962
pdf,project_output\03_corpus\03B_public_downloads\NTV__busca1__openal__guidelines__19c956.pdf,http://www.plactest.it/sites/default/files/docs/eng/bibliografia-plactest-doc_003.pdf,openalex,ok,http://www.plactest.it/sites/default/files/docs/eng/bibliografia-plactest-doc_003.pdf
html,project_output\03_corpus\03B_public_downloads\NTV__busca1__pubmed__study-prot__04f90f.html,https://www.frontiersin.org/journals/public-health/articles/10.3389/fpubh.2026.1812397/full,pubmed,ok_html_snapshot,https://doi.org/10.3389/fpubh.2026.1812397
html,project_output\03_corpus\03B_public_downloads\NTV__busca1__openal__concordanc__6af131.html,https://link.springer.com/article/10.1007/s10552-014-0509-9,openalex,ok,https://doi.org/10.1007/s10552-014-0509-9
pdf,project_output\03_corpus\03B_public_downloads\NTV__busca1__europe__patients-w__a8ceb1.pdf,http://www.scielo.br/j/jbn/a/LTxh4CCtrgmqsLVx39NLdrv/?format=pdf&lang=en,europepmc,ok,https://doi.org/10.1590/2175-8239-jbn-2025-0229en
pdf,project_output\03_corpus\03B_public_downloads\NTV__busca1__pubmed__difference__3ff1d2.pdf,https://www.rsc.org/suppdata/d5/fo/d5fo04853b/d5fo04853b1.pdf,pubmed,ok,https://doi.org/10.1039/d5fo04853b
pdf,project_output\03_corpus\03B_public_downloads\NTV__busca1__pubmed__probiotic-__3969f1.pdf,https://link.springer.com/content/pdf/10.1007/s11695-026-08706-1.pdf,pubmed,ok,https://doi.org/10.1007/s11695-026-08706-1
pdf,project_output\03_corpus\03B_public_downloads\NTV__busca1__crossr__obesity-in__dc85fd.pdf,https://www.medwave.cl/medios//revisiones/consenso/2649/medwave_2022_2649.pdf,crossref,ok,https://doi.org/10.5867/medwave.2022.10.2649
pdf,project_output\03_corpus\03B_public_downloads\NTV__busca1__openal__a-within-t__12c1e3.pdf,https://www.nature.com/articles/ijo2012139.pdf,openalex,ok,https://www.nature.com/articles/ijo2012139.pdf
html,project_output\03_corpus\03B_public_downloads\NTV__busca1__openal__american-a__788610.html,https://linkinghub.elsevier.com/retrieve/pii/S1530891X22005766,openalex,ok_html_snapshot,https://doi.org/10.1016/j.eprac.2022.08.002
html,project_output\03_corpus\03B_public_downloads\NTV__busca1__crossr__clinical-p__8d47de.html,https://link.springer.com/article/10.5664/jcsm.6506,crossref,ok,https://link.springer.com/content/pdf/10.5664/jcsm.6506.pdf
html,project_output\03_corpus\03B_public_downloads\NTV__busca1__crossr__clinical-p__b9993c.html,https://link.springer.com/article/10.5664/jcsm.6470,crossref,ok,https://link.springer.com/content/pdf/10.5664/jcsm.6470.pdf
html,project_output\03_corpus\03B_public_downloads\NTV__busca1__pubmed__recent-evi__0a0a04.html,https://linkinghub.elsevier.com/retrieve/pii/S1871402126000305,pubmed,ok_html_snapshot,https://doi.org/10.1016/j.dsx.2026.103403
html,project_output\03_corpus\03B_public_downloads\NTV__busca1__pubmed__promoting-__51095d.html,https://linkinghub.elsevier.com/retrieve/pii/S1551714426001047,pubmed,ok_html_snapshot,https://doi.org/10.1016/j.cct.2026.108318
pdf,project_output\03_corpus\03B_public_downloads\NTV__busca1__europe__optimal-do__51934f.pdf,https://www.frontiersin.org/journals/nutrition/articles/10.3389/fnut.2026.1772836/pdf,europepmc,ok,https://doi.org/10.3389/fnut.2026.1772836
html,project_output\03_corpus\03B_public_downloads\NTV__busca1__pubmed__associatio__6869f6.html,https://linkinghub.elsevier.com/retrieve/pii/S001393512502729X,pubmed,ok_html_snapshot,https://doi.org/10.1016/j.envres.2025.123476
html,project_output\03_corpus\03B_public_downloads\NTV__busca1__openal__espen-guid__e00f32.html,https://linkinghub.elsevier.com/retrieve/pii/S0261561416312420,openalex,ok_html_snapshot,https://doi.org/10.1016/j.clnu.2016.09.004
html,project_output\03_corpus\03B_public_downloads\NTV__busca1__pubmed__effectiven__794c97.html,https://linkinghub.elsevier.com/retrieve/pii/S2211335526000458,pubmed,ok_html_snapshot,https://doi.org/10.1016/j.pmedr.2026.103417
html,project_output\03_corpus\03B_public_downloads\NTV__busca1__crossr__clinical-p__39b000.html,https://pandemics.utoronto.ca/resources-page/science-briefs/,crossref,ok_html_snapshot,https://doi.org/10.47326/ocsat.cpg.2021.3.0
pdf,project_output\03_corpus\03B_public_downloads\NTV__busca1__europe__position-s__e0b02d.pdf,https://abccardiol.org/wp-content/uploads/2020/07/tutorial-video.x98474.pdf,europepmc,ok,https://doi.org/10.36660/abc.20250615
pdf,project_output\03_corpus\03B_public_downloads\NTV__busca1__europe__impact-of-__bec98f.pdf,https://link.springer.com/content/pdf/10.1186/s12903-026-07908-4.pdf,europepmc,ok,https://doi.org/10.1186/s12903-026-07908-4
html,project_output\03_corpus\03B_public_downloads\NTV__busca1__crossr__endorsemen__066bd2.html,https://linkinghub.elsevier.com/retrieve/pii/S1389945721000010,crossref,ok_html_snapshot,https://doi.org/10.1016/j.sleep.2020.12.044
pdf,project_output\03_corpus\03B_public_downloads\NTV__busca1__crossr__clinical-p__5ff08b.pdf,https://static-content.springer.com/esm/art%3A10.5664%2Fjcsm.5100/MediaObjects/44470_2015_1110016_MOESM1_ESM.pdf,crossref,ok,https://doi.org/10.5664/jcsm.5100
html,project_output\03_corpus\03B_public_downloads\NTV__busca1__europe__position-s__771e4f.html,https://journalrbgo.org/article/position-statement-on-cardiometabolic-health-across-the-womans-life-course-2025/,europepmc,ok,https://doi.org/10.61622/rbgo/2025rbgo200
html,project_output\03_corpus\03B_public_downloads\NTV__busca1__openal__randomized__5d8252.html,https://www.nature.com/articles/0802130,openalex,ok,https://doi.org/10.1038/sj.ijo.0802130
pdf,project_output\03_corpus\03B_public_downloads\NTV__busca1__europe__the-effect__f859b1.pdf,https://link.springer.com/content/pdf/10.1186/s12937-025-01270-x.pdf,europepmc,ok,https://doi.org/10.1186/s12937-025-01270-x
html,project_output\03_corpus\03B_public_downloads\NTV__busca1__europe__weight-los__1cb5a0.html,https://linkinghub.elsevier.com/retrieve/pii/S266591312600018X,europepmc,ok_html_snapshot,https://doi.org/10.1016/j.ocarto.2026.100760
html,project_output\03_corpus\03B_public_downloads\NTV__busca1__openal__self-effic__1462bb.html,https://linkinghub.elsevier.com/retrieve/pii/S0090825813013875,openalex,ok_html_snapshot,https://doi.org/10.1016/j.ygyno.2013.12.023
html,project_output\03_corpus\03B_public_downloads\NTV__busca1__pubmed__lower-body__c19052.html,https://linkinghub.elsevier.com/retrieve/pii/S2666337625000708,pubmed,ok_html_snapshot,https://doi.org/10.1016/j.smhs.2025.06.004
pdf,project_output\03_corpus\03B_public_downloads\NTV__busca1__pubmed__physiopath__3d4b6d.pdf,https://link.springer.com/content/pdf/10.1007/s11325-026-03631-0.pdf,pubmed,ok,https://doi.org/10.1007/s11325-026-03631-0
pdf,project_output\03_corpus\03B_public_downloads\NTV__busca1__pubmed__prevalence__cebe23.pdf,https://link.springer.com/content/pdf/10.1186/s12872-026-05686-z.pdf,pubmed,ok,https://doi.org/10.1186/s12872-026-05686-z
doc,project_output\03_corpus\03B_public_downloads\NTV__busca1__pubmed__digital-in__3db7dd.doc,https://jmir.org/api/download?alt_name=jmir_v28i1e80821_app1.docx&filename=eb5b4585-ecd2-11f0-89d2-ffd68a8a79d1.docx,pubmed,ok,https://doi.org/10.2196/80821
html,project_output\03_corpus\03B_public_downloads\NTV__busca1__pubmed__metabolomi__0e0a76.html,https://www.nature.com/articles/s41430-025-01625-x,pubmed,ok,https://doi.org/10.1038/s41430-025-01625-x
html,project_output\03_corpus\03B_public_downloads\NTV__busca1__pubmed__risk-facto__b334f8.html,https://link.springer.com/article/10.1007/s13304-026-02670-2,pubmed,ok,https://doi.org/10.1007/s13304-026-02670-2
pdf,project_output\03_corpus\03B_public_downloads\NTV__busca1__openal__waist-circ__dc0941.pdf,https://www.nature.com/articles/s41574-019-0310-7.pdf,openalex,ok,https://www.nature.com/articles/s41574-019-0310-7.pdf
pdf,project_output\03_corpus\03B_public_downloads\NTV__busca1__europe__adherence-__4e4f26.pdf,https://link.springer.com/content/pdf/10.1186/s12889-025-24384-7.pdf,europepmc,ok,https://doi.org/10.1186/s12889-025-24384-7
